SMILES,Is_Starter,SourceDirectories
CC(=O)O[C@@]1(C)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly
CC(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@]1(C)O,False,AdenosineOnly
CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@]1(C)CO,False,AdenosineOnly
CC(=O)O[C@H]1[C@@H](O)[C@@](C)(n2cnc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly
CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)ncnc32)O[C@@H]1C(C)O,False,AdenosineOnly
CC(=O)O[C@H]1[C@@H](O)[C@H](n2c(C)nc3c(N)ncnc32)O[C@@H]1CO,False,AdenosineOnly
CC(=O)O[C@H]1[C@@H](O)[C@H](n2cnc3c(N)nc(C)nc32)O[C@@H]1CO,False,AdenosineOnly
C[C@]1(OC=O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
C[C@]1(n2cnc3c(N)ncnc32)O[C@H](CO)[C@@H](O)[C@H]1OC=O,False,AdenosineOnly
C[C@]1(O)[C@@H](CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1OC=O,False,AdenosineOnly
C[C@@]1(CO)O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC=O)[C@@H]1O,False,AdenosineOnly
Cc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OC=O,False,AdenosineOnly
CC(O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC=O)[C@@H]1O,False,AdenosineOnly
Cc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3OC=O)c2n1,False,AdenosineOnly
CC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O1,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OCC(O)O[C@H]21,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COCC(O)O[C@@H]1[C@@H]2O,False,AdenosineOnly
CC(O)O[C@@]12O[C@@H]1[C@@H](CO)O[C@H]2n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(O)O[C@]12OC[C@@H](O[C@H]1n1cnc3c(N)ncnc31)[C@H]2O,False,AdenosineOnly
CC(O)O[C@@H]1[C@@H]2O[C@]1(n1cnc3c(N)ncnc31)O[C@@H]2CO,False,AdenosineOnly
CC(O)O[C@@H]1[C@H](O)[C@H]2CO[C@]1(n1cnc3c(N)ncnc31)O2,False,AdenosineOnly
CC(O)O[C@H]1[C@H](n2cnc3c(N)ncnc32)O[C@@H]2CO[C@]21O,False,AdenosineOnly
CC(O)O[C@H]1[C@H](n2cnc3c(N)ncnc32)O[C@]2(CO)O[C@@H]12,False,AdenosineOnly
CC(O)O[C@H]1[C@H](n2cnc3c(N)ncnc32)O[C@@]2(CO2)[C@H]1O,False,AdenosineOnly
CC(O)O[C@@H]1[C@@H]2Oc3nc4c(N)ncnc4n3[C@@H]1O[C@@H]2CO,False,AdenosineOnly
CC(O)O[C@@H]1[C@H](O)[C@H]2COc3nc4c(N)ncnc4n3[C@@H]1O2,False,AdenosineOnly
CC(O)O[C@@H]1[C@@H]2OC(O)[C@H]2O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(O)O[C@@H]1[C@@H]2Oc3nc(N)c4ncn(c4n3)[C@@H]1O[C@@H]2CO,False,AdenosineOnly
CC(O)O[C@@H]1[C@H](O)[C@H]2COc3nc(N)c4ncn(c4n3)[C@@H]1O2,False,AdenosineOnly
CC(O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
CCO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
CCC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(O)(C#N)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(N)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OC(=O)CO,False,AdenosineOnly
COC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OC(O)CO,False,AdenosineOnly
CC(=O)O[C@@H]1[C@H](O)[C@@H](C)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(=O)[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(=O)O[C@@H]1[C@H](O)[C@@H](C(=O)O)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(=O)O[C@@]1(C)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@]1(C)n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(=O)O[C@H]1[C@H](n2cnc3c(N)ncnc32)O[C@H](CO)[C@]1(C)O,False,AdenosineOnly
CC(=O)O[C@H]1[C@H](n2cnc3c(N)ncnc32)O[C@@](C)(CO)[C@H]1O,False,AdenosineOnly
CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1c(C)nc2c(N)ncnc21,False,AdenosineOnly
CC(=O)O[C@@H]1[C@H](O)[C@@H](C(C)O)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(=O)O[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(N)nc(C)nc21,False,AdenosineOnly
C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,False,AdenosineOnly
C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OP(=O)(O)O)[C@@H]1O,False,AdenosineOnly
C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OS(=O)(=O)O,False,AdenosineOnly
C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OS(=O)(=O)O)[C@@H]1O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@H]1O,False,AdenosineOnly
OC1=Nc2ncnc3c2ncn3[C@@H]2O[C@H]1[C@@H](O)[C@H]2O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1O[C@]2(OC2O)[C@@H](O)[C@H]1O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1O[C@]2(C(O)O)O[C@H]2[C@H]1O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1O[C@]2(C(O)O)O[C@@H]1[C@@H]2O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2C(O)O[C@@]2(O)[C@H]1O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(O)O)[C@@]2(O)O[C@@H]12,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2C(O)O[C@]1(O)[C@@H]2O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(O)O)[C@H]2O[C@]21O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]12OC(O)[C@@H](O1)[C@@H](O)[C@H]2O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]12O[C@H]([C@@H](C(O)O)O1)[C@H]2O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]12O[C@H](C(O)O)[C@@H](O)[C@H]1O2,False,AdenosineOnly
Nc1ncnc2c1nc1n2[C@@H]2O[C@H](C(O)O1)[C@@H](O)[C@H]2O,False,AdenosineOnly
Nc1ncnc2c1nc1n2[C@@H]2O[C@H](C(O)O)[C@@H](O1)[C@H]2O,False,AdenosineOnly
Nc1ncnc2c1nc1n2[C@@H]2O[C@H](C(O)O)[C@@H](O)[C@H]2O1,False,AdenosineOnly
Nc1nc2nc3c1ncn3[C@@H]1O[C@H](C(O)O2)[C@@H](O)[C@H]1O,False,AdenosineOnly
Nc1nc2nc3c1ncn3[C@@H]1O[C@H](C(O)O)[C@@H](O2)[C@H]1O,False,AdenosineOnly
Nc1nc2nc3c1ncn3[C@@H]1O[C@H](C(O)O)[C@@H](O)[C@H]1O2,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C(O)O)[C@@H](O)[C@H]1O,False,AdenosineOnly
N#CC(O)(O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,False,AdenosineOnly
NC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1OC(C=O)[C@@H](O)[C@H]1O,False,AdenosineOnly
COCC1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,False,AdenosineOnly
CO[C@@H]1C(CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly
CO[C@@H]1[C@H](O)C(CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(=O)Nc1ncnc2c1ncn2[C@@H]1OC(CO)[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)OCC1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,False,AdenosineOnly
CC(=O)O[C@@H]1C(CO)O[C@@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly
CC(=O)O[C@@H]1[C@H](O)C(CO)O[C@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
CC1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@H]1OC(C(=O)O)[C@@H](O)[C@H]1O,False,AdenosineOnly
O[C@@H]1CO[C@@]2(C=Nc3ncnc4c3ncn42)[C@@H]1O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@H]2O[C@]21O,False,AdenosineOnly
Nc1ncnc2c1nc1n2[C@@]2(CO)OC[C@@H](O)[C@H]2O1,False,AdenosineOnly
Nc1ncnc2c1nc1n2[C@@]2(CO)OC[C@@H](O1)[C@H]2O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@]2(O)O[C@H]21,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]1(CO)OC2O[C@@H]1[C@@H]2O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]1(CO)OC2O[C@H]2[C@H]1O,False,AdenosineOnly
Nc1nc2nc3c1ncn3[C@@]1(CO)OC[C@@H](O)[C@H]1O2,False,AdenosineOnly
Nc1nc2nc3c1ncn3[C@@]1(CO)OC[C@@H](O2)[C@H]1O,False,AdenosineOnly
CO[C@@H]1[C@H](O)CO[C@]1(C=O)n1cnc2c(N)ncnc21,False,AdenosineOnly
CO[C@@H]1CO[C@](C=O)(n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly
CC(=O)Nc1ncnc2c1ncn2[C@@]1(C=O)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)O[C@@H]1[C@H](O)CO[C@]1(C=O)n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(=O)O[C@@H]1CO[C@](C=O)(n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly
N#CC(O)[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
COC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1OC,False,AdenosineOnly
COC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](OC)[C@H]1O,False,AdenosineOnly
COC[C@]1(n2cnc3c(NC(C)=O)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
COC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1OC(C)=O,False,AdenosineOnly
COC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](OC(C)=O)[C@H]1O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]1(COC=O)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
COC(=O)[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CO[C@@H]1[C@H](O)C(CO)O[C@@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
CO[C@@H]1[C@H](OC)CO[C@]1(CO)n1cnc2c(N)ncnc21,False,AdenosineOnly
CO[C@@H]1[C@H](O)CO[C@]1(CO)n1cnc2c(NC(C)=O)ncnc21,False,AdenosineOnly
CO[C@@H]1[C@H](O)CO[C@]1(COC(C)=O)n1cnc2c(N)ncnc21,False,AdenosineOnly
CO[C@@H]1[C@H](OC(C)=O)CO[C@]1(CO)n1cnc2c(N)ncnc21,False,AdenosineOnly
CO[C@@H]1[C@H](O)CO[C@]1(C)n1cnc2c(N)ncnc21,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1OC=O,False,AdenosineOnly
CO[C@@H]1[C@H](O)CO[C@]1(C(=O)O)n1cnc2c(N)ncnc21,False,AdenosineOnly
CO[C@@H]1C(CO)O[C@H](n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly
CO[C@@H]1CO[C@](CO)(n2cnc3c(NC(C)=O)ncnc32)[C@@H]1O,False,AdenosineOnly
CO[C@@H]1CO[C@](COC(C)=O)(n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly
CO[C@@H]1CO[C@](CO)(n2cnc3c(N)ncnc32)[C@@H]1OC(C)=O,False,AdenosineOnly
CO[C@@H]1CO[C@](C)(n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](OC=O)[C@H]1O,False,AdenosineOnly
CO[C@@H]1CO[C@](C(=O)O)(n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly
CC(=O)Nc1ncnc2c1ncn2[C@H]1OC(CO)[C@@H](O)[C@H]1O,False,AdenosineOnly
Cc1nc(NC=O)c2ncn([C@@]3(CO)OC[C@@H](O)[C@H]3O)c2n1,False,AdenosineOnly
Cc1nc2c(NC=O)ncnc2n1[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(O)[C@]1(n2cnc3c(NC=O)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
C[C@]1(O)[C@H](O)CO[C@]1(CO)n1cnc2c(NC=O)ncnc21,False,AdenosineOnly
C[C@]1(O)CO[C@](CO)(n2cnc3c(NC=O)ncnc32)[C@@H]1O,False,AdenosineOnly
CC1O[C@](CO)(n2cnc3c(NC=O)ncnc32)[C@H](O)[C@@H]1O,False,AdenosineOnly
OC1COC[C@@]2(OC[C@@H](O)[C@H]2O)n2cnc3c(ncnc32)N1,False,AdenosineOnly
OC[C@]12OC[C@@H](O)[C@H]1OCC(O)Nc1ncnc3c1ncn32,False,AdenosineOnly
OC[C@@]12OC[C@@H](OCC(O)Nc3ncnc4c3ncn41)[C@H]2O,False,AdenosineOnly
CC(O)Nc1nc2nc3c1ncn3[C@@]1(CO2)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(O)Nc1nc2nc3c1ncn3[C@@]1(CO)OC[C@@H](O)[C@H]1O2,False,AdenosineOnly
CC(O)Nc1nc2nc3c1ncn3[C@@]1(CO)OC[C@@H](O2)[C@H]1O,False,AdenosineOnly
CC(O)Nc1ncnc2c1nc1n2[C@@]2(CO1)OC[C@@H](O)[C@H]2O,False,AdenosineOnly
CC(O)Nc1ncnc2c1nc1n2[C@@]2(CO)OC[C@@H](O)[C@H]2O1,False,AdenosineOnly
CC(O)Nc1ncnc2c1nc1n2[C@@]2(CO)OC[C@@H](O1)[C@H]2O,False,AdenosineOnly
CC(O)Nc1ncnc2c1ncn2[C@@]12OC[C@@H](O)[C@H]1OC2O,False,AdenosineOnly
CC(O)Nc1ncnc2c1ncn2[C@]12OC[C@@H](OC1O)[C@H]2O,False,AdenosineOnly
CC(O)Nc1ncnc2c1ncn2[C@]12CO[C@]1(O)[C@H](O)CO2,False,AdenosineOnly
CC(O)Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@H]2O[C@]21O,False,AdenosineOnly
CC(O)Nc1ncnc2c1ncn2[C@@]12CO[C@](O)(CO1)[C@H]2O,False,AdenosineOnly
CC(O)Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@]2(O)O[C@H]21,False,AdenosineOnly
CC(O)Nc1ncnc2c1ncn2[C@@]12COC(O1)[C@@H](O)[C@H]2O,False,AdenosineOnly
CC(O)Nc1ncnc2c1ncn2[C@@]1(CO)OC2O[C@@H]1[C@@H]2O,False,AdenosineOnly
CC(O)Nc1ncnc2c1ncn2[C@@]1(CO)OC2O[C@H]2[C@H]1O,False,AdenosineOnly
CC(O)Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)N(C)c1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CCC(=O)Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)N(C(C)=O)c1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)Nc1ncnc2c1ncn2[C@@]1(COC(C)=O)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1OC(C)=O,False,AdenosineOnly
CC(=O)Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](OC(C)=O)[C@H]1O,False,AdenosineOnly
CC(O)(C#N)Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(N)Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)N(C(N)=O)c1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
O=C(CO)Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
COC(=O)Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
OCC(O)Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)Nc1ncnc2c1ncn2[C@@]1(C)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)Nc1ncnc2c1ncn2[C@@]1(C(=O)O)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
O=CNc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)Nc1nc(C)nc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)Nc1ncnc2c1nc(C)n2[C@@]1(CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)Nc1ncnc2c1ncn2[C@@]1(C(C)O)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@]1(C)O,False,AdenosineOnly
CC(=O)Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@](C)(O)[C@H]1O,False,AdenosineOnly
CC(=O)Nc1ncnc2c1ncn2[C@@]1(CO)OC(C)[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(OC=O)[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
C[C@]1(O)[C@H](O)CO[C@]1(COC=O)n1cnc2c(N)ncnc21,False,AdenosineOnly
Cc1nc2c(N)ncnc2n1[C@@]1(COC=O)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
C[C@]1(O)CO[C@](COC=O)(n2cnc3c(N)ncnc32)[C@@H]1O,False,AdenosineOnly
CC1O[C@](COC=O)(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,False,AdenosineOnly
Cc1nc(N)c2ncn([C@@]3(COC=O)OC[C@@H](O)[C@H]3O)c2n1,False,AdenosineOnly
CC1=Nc2ncnc3c2ncn3[C@@]2(CO1)OC[C@@H](O)[C@H]2O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@]12COC(O)CO[C@@H]1[C@H](O)CO2,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]12COC(O)CO[C@H](CO1)[C@H]2O,False,AdenosineOnly
CC(O)OC1O[C@@H]2[C@H](O)CO[C@@]12n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(O)OC1O[C@@H]2CO[C@]1(n1cnc3c(N)ncnc31)[C@@H]2O,False,AdenosineOnly
CC(O)OC[C@]1(n2cnc3c(N)ncnc32)OC[C@H]2O[C@]21O,False,AdenosineOnly
CC(O)OC[C@]12OC[C@@H](O)[C@H]1Oc1nc3c(N)ncnc3n12,False,AdenosineOnly
CC(O)OC[C@@]12OC[C@@H](Oc3nc4c(N)ncnc4n31)[C@H]2O,False,AdenosineOnly
CC(O)OC[C@]1(n2cnc3c(N)ncnc32)OC[C@@]2(O)O[C@H]21,False,AdenosineOnly
CC(O)OC[C@]1(n2cnc3c(N)ncnc32)OC2O[C@@H]1[C@@H]2O,False,AdenosineOnly
CC(O)OC[C@]1(n2cnc3c(N)ncnc32)OC2O[C@H]2[C@H]1O,False,AdenosineOnly
CC(O)OC[C@]12OC[C@@H](O)[C@H]1Oc1nc(N)c3ncn2c3n1,False,AdenosineOnly
CC(O)OC[C@@]12OC[C@@H](Oc3nc(N)c4ncn1c4n3)[C@H]2O,False,AdenosineOnly
CC(O)OC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CCOC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CCC(=O)OC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)OC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1OC(C)=O,False,AdenosineOnly
CC(=O)OC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](OC(C)=O)[C@H]1O,False,AdenosineOnly
CC(O)(C#N)OC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(N)OC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]1(COC(=O)CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
COC(=O)OC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]1(COC(O)CO)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)C[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)OC(=O)[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)OC(C)[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)OC[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@]1(C)O,False,AdenosineOnly
CC(=O)OC[C@]1(n2c(C)nc3c(N)ncnc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)OC[C@]1(n2cnc3c(N)ncnc32)OC[C@](C)(O)[C@H]1O,False,AdenosineOnly
CC(=O)OC[C@]1(n2cnc3c(N)ncnc32)OC(C)[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)OC[C@]1(n2cnc3c(N)nc(C)nc32)OC[C@@H](O)[C@H]1O,False,AdenosineOnly
CC(=O)O[C@@H]1[C@H](O)C(CO)O[C@@H]1n1cnc2c(N)ncnc21,False,AdenosineOnly
C[C@]1(OC=O)[C@H](O)CO[C@]1(CO)n1cnc2c(N)ncnc21,False,AdenosineOnly
C[C@]1(O)CO[C@](CO)(n2cnc3c(N)ncnc32)[C@@H]1OC=O,False,AdenosineOnly
CC(O)[C@]1(n2cnc3c(N)ncnc32)OC[C@@H](O)[C@H]1OC=O,False,AdenosineOnly
CC1O[C@](CO)(n2cnc3c(N)ncnc32)[C@H](OC=O)[C@@H]1O,False,AdenosineOnly
Cc1nc2c(N)ncnc2n1[C@@]1(CO)OC[C@@H](O)[C@H]1OC=O,False,AdenosineOnly
Cc1nc(N)c2ncn([C@@]3(CO)OC[C@@H](O)[C@H]3OC=O)c2n1,False,AdenosineOnly
CC1=Nc2ncnc3c2ncn3[C@@]2(CO)OC[C@@H](O)[C@H]2O1,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@H]2OCC(O)O[C@H]21,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@]12COCC(O)O[C@@H]1[C@H](O)CO2,False,AdenosineOnly
CC(O)O[C@@]12O[C@@H]1CO[C@]2(CO)n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(O)O[C@]12OC[C@]1(n1cnc3c(N)ncnc31)OC[C@H]2O,False,AdenosineOnly
CC(O)O[C@@H]1[C@@]2(O)CO[C@@]1(n1cnc3c(N)ncnc31)CO2,False,AdenosineOnly
CC(O)O[C@@H]1[C@H]2CO[C@@]1(n1cnc3c(N)ncnc31)C(O)O2,False,AdenosineOnly
CC(O)O[C@@H]1[C@@H]2OC2O[C@]1(CO)n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(O)O[C@@H]1[C@H](O)C2OC[C@]1(n1cnc3c(N)ncnc31)O2,False,AdenosineOnly
CC(O)O[C@@H]1[C@H]2CO[C@]1(CO)n1c(nc3c(N)ncnc31)O2,False,AdenosineOnly
CC(O)O[C@@H]1[C@H](O)CO[C@@]12COc1nc3c(N)ncnc3n12,False,AdenosineOnly
CC(O)O[C@@H]1[C@H]2CO[C@]1(CO)n1cnc3c(N)nc(nc31)O2,False,AdenosineOnly
CC(O)O[C@@H]1[C@H](O)CO[C@@]12COc1nc(N)c3ncn2c3n1,False,AdenosineOnly
CC(O)O[C@@H]1[C@H](O)CO[C@]1(CO)n1cnc2c(N)ncnc21,False,AdenosineOnly
CCO[C@@H]1[C@H](O)CO[C@]1(CO)n1cnc2c(N)ncnc21,False,AdenosineOnly
CCC(=O)O[C@@H]1[C@H](O)CO[C@]1(CO)n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(=O)O[C@@H]1[C@H](OC(C)=O)CO[C@]1(CO)n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(O)(C#N)O[C@@H]1[C@H](O)CO[C@]1(CO)n1cnc2c(N)ncnc21,False,AdenosineOnly
CC(N)O[C@@H]1[C@H](O)CO[C@]1(CO)n1cnc2c(N)ncnc21,False,AdenosineOnly
Nc1ncnc2c1ncn2[C@@]1(CO)OC[C@@H](O)[C@H]1OC(=O)CO,False,AdenosineOnly
